xmin	xmax	key	clickSelects.variable	clickSelects.value	showSelected.variable	showSelected.value	PANEL	group
-0.24	-0.2	-0.22 -0.62	thresh	-0.22	thresh	-0.62	1	525
-0.2	-0.16	-0.18 -0.62	thresh	-0.18	thresh	-0.62	1	423
-0.16	-0.12	-0.14 -0.62	thresh	-0.14	thresh	-0.62	1	321
-0.12	-0.0800000000000001	-0.1 -0.62	thresh	-0.1	thresh	-0.62	1	219
-0.0800000000000001	-0.04	-0.0600000000000001 -0.62	thresh	-0.0600000000000001	thresh	-0.62	1	117
-0.04	0	-0.02 -0.62	thresh	-0.02	thresh	-0.62	1	15
0	0.04	0.02 -0.62	thresh	0.02	thresh	-0.62	1	5422
0.04	0.0800000000000001	0.0600000000000001 -0.62	thresh	0.0600000000000001	thresh	-0.62	1	5524
0.0800000000000001	0.12	0.1 -0.62	thresh	0.1	thresh	-0.62	1	5626
0.12	0.16	0.14 -0.62	thresh	0.14	thresh	-0.62	1	5728
0.16	0.2	0.18 -0.62	thresh	0.18	thresh	-0.62	1	5830
0.2	0.24	0.22 -0.62	thresh	0.22	thresh	-0.62	1	5932
0.24	0.28	0.26 -0.62	thresh	0.26	thresh	-0.62	1	6034
0.28	0.32	0.3 -0.62	thresh	0.3	thresh	-0.62	1	6136
0.32	0.36	0.34 -0.62	thresh	0.34	thresh	-0.62	1	6238
0.36	0.4	0.38 -0.62	thresh	0.38	thresh	-0.62	1	6340
0.4	0.44	0.42 -0.62	thresh	0.42	thresh	-0.62	1	6442
0.44	0.48	0.46 -0.62	thresh	0.46	thresh	-0.62	1	6544
0.48	0.52	0.5 -0.62	thresh	0.5	thresh	-0.62	1	6646
0.52	0.56	0.54 -0.62	thresh	0.54	thresh	-0.62	1	6748
0.56	0.6	0.58 -0.62	thresh	0.58	thresh	-0.62	1	6850
0.6	0.64	0.62 -0.62	thresh	0.62	thresh	-0.62	1	6952
0.64	0.68	0.66 -0.62	thresh	0.66	thresh	-0.62	1	7054
0.68	0.72	0.7 -0.62	thresh	0.7	thresh	-0.62	1	7156
0.72	0.76	0.74 -0.62	thresh	0.74	thresh	-0.62	1	7258
0.76	0.8	0.78 -0.62	thresh	0.78	thresh	-0.62	1	7360
0.8	0.84	0.82 -0.62	thresh	0.82	thresh	-0.62	1	7462
0.84	0.88	0.86 -0.62	thresh	0.86	thresh	-0.62	1	7564
0.88	0.92	0.9 -0.62	thresh	0.9	thresh	-0.62	1	7666
0.92	0.96	0.94 -0.62	thresh	0.94	thresh	-0.62	1	7768
0.96	1	0.98 -0.62	thresh	0.98	thresh	-0.62	1	7870
1	1.04	1.02 -0.62	thresh	1.02	thresh	-0.62	1	7973
1.04	1.08	1.06 -0.62	thresh	1.06	thresh	-0.62	1	8075
1.08	1.12	1.1 -0.62	thresh	1.1	thresh	-0.62	1	8177
1.12	1.16	1.14 -0.62	thresh	1.14	thresh	-0.62	1	8279
1.16	1.2	1.18 -0.62	thresh	1.18	thresh	-0.62	1	8381
1.2	1.24	1.22 -0.62	thresh	1.22	thresh	-0.62	1	8483
1.24	1.28	1.26 -0.62	thresh	1.26	thresh	-0.62	1	8585
1.28	1.32	1.3 -0.62	thresh	1.3	thresh	-0.62	1	8687
1.32	1.36	1.34 -0.62	thresh	1.34	thresh	-0.62	1	8789
1.36	1.4	1.38 -0.62	thresh	1.38	thresh	-0.62	1	8891
1.4	1.44	1.42 -0.62	thresh	1.42	thresh	-0.62	1	8993
1.44	1.48	1.46 -0.62	thresh	1.46	thresh	-0.62	1	9095
1.48	1.52	1.5 -0.62	thresh	1.5	thresh	-0.62	1	9197
1.52	1.56	1.54 -0.62	thresh	1.54	thresh	-0.62	1	9299
1.56	1.6	1.58 -0.62	thresh	1.58	thresh	-0.62	1	9401
1.6	1.64	1.62 -0.62	thresh	1.62	thresh	-0.62	1	9503
1.64	1.68	1.66 -0.62	thresh	1.66	thresh	-0.62	1	9605
1.68	1.72	1.7 -0.62	thresh	1.7	thresh	-0.62	1	9707
1.72	1.76	1.74 -0.62	thresh	1.74	thresh	-0.62	1	9809
1.76	1.8	1.78 -0.62	thresh	1.78	thresh	-0.62	1	9911
1.8	1.84	1.82 -0.62	thresh	1.82	thresh	-0.62	1	10013
1.84	1.88	1.86 -0.62	thresh	1.86	thresh	-0.62	1	10115
1.88	1.92	1.9 -0.62	thresh	1.9	thresh	-0.62	1	10217
1.92	1.96	1.94 -0.62	thresh	1.94	thresh	-0.62	1	10319
1.96	2	1.98 -0.62	thresh	1.98	thresh	-0.62	1	10421
-2.12	-2.08	-2.1 -0.58	thresh	-2.1	thresh	-0.58	1	5319
-2.08	-2.04	-2.06 -0.58	thresh	-2.06	thresh	-0.58	1	5217
-2.04	-2	-2.02 -0.58	thresh	-2.02	thresh	-0.58	1	5115
-2	-1.96	-1.98 -0.58	thresh	-1.98	thresh	-0.58	1	5013
-1.96	-1.92	-1.94 -0.58	thresh	-1.94	thresh	-0.58	1	4911
-1.92	-1.88	-1.9 -0.58	thresh	-1.9	thresh	-0.58	1	4809
-1.88	-1.84	-1.86 -0.58	thresh	-1.86	thresh	-0.58	1	4707
-1.84	-1.8	-1.82 -0.58	thresh	-1.82	thresh	-0.58	1	4605
-1.8	-1.76	-1.78 -0.58	thresh	-1.78	thresh	-0.58	1	4503
-1.76	-1.72	-1.74 -0.58	thresh	-1.74	thresh	-0.58	1	4401
-1.72	-1.68	-1.7 -0.58	thresh	-1.7	thresh	-0.58	1	4299
-1.68	-1.64	-1.66 -0.58	thresh	-1.66	thresh	-0.58	1	4197
-1.64	-1.6	-1.62 -0.58	thresh	-1.62	thresh	-0.58	1	4095
-1.6	-1.56	-1.58 -0.58	thresh	-1.58	thresh	-0.58	1	3993
-1.56	-1.52	-1.54 -0.58	thresh	-1.54	thresh	-0.58	1	3891
-1.52	-1.48	-1.5 -0.58	thresh	-1.5	thresh	-0.58	1	3789
-1.48	-1.44	-1.46 -0.58	thresh	-1.46	thresh	-0.58	1	3687
-1.44	-1.4	-1.42 -0.58	thresh	-1.42	thresh	-0.58	1	3585
-1.4	-1.36	-1.38 -0.58	thresh	-1.38	thresh	-0.58	1	3483
-1.36	-1.32	-1.34 -0.58	thresh	-1.34	thresh	-0.58	1	3381
-1.32	-1.28	-1.3 -0.58	thresh	-1.3	thresh	-0.58	1	3279
-1.28	-1.24	-1.26 -0.58	thresh	-1.26	thresh	-0.58	1	3177
-1.24	-1.2	-1.22 -0.58	thresh	-1.22	thresh	-0.58	1	3075
-1.2	-1.16	-1.18 -0.58	thresh	-1.18	thresh	-0.58	1	2973
-1.16	-1.12	-1.14 -0.58	thresh	-1.14	thresh	-0.58	1	2871
-1.12	-1.08	-1.1 -0.58	thresh	-1.1	thresh	-0.58	1	2769
-1.08	-1.04	-1.06 -0.58	thresh	-1.06	thresh	-0.58	1	2667
-1.04	-1	-1.02 -0.58	thresh	-1.02	thresh	-0.58	1	2565
-1	-0.96	-0.98 -0.58	thresh	-0.98	thresh	-0.58	1	2463
-0.96	-0.92	-0.94 -0.58	thresh	-0.94	thresh	-0.58	1	2361
-0.92	-0.88	-0.9 -0.58	thresh	-0.9	thresh	-0.58	1	2259
-0.88	-0.84	-0.86 -0.58	thresh	-0.86	thresh	-0.58	1	2157
-0.84	-0.8	-0.82 -0.58	thresh	-0.82	thresh	-0.58	1	2055
-0.8	-0.76	-0.78 -0.58	thresh	-0.78	thresh	-0.58	1	1953
-0.76	-0.72	-0.74 -0.58	thresh	-0.74	thresh	-0.58	1	1851
-0.72	-0.68	-0.7 -0.58	thresh	-0.7	thresh	-0.58	1	1749
-0.68	-0.64	-0.66 -0.58	thresh	-0.66	thresh	-0.58	1	1647
-0.64	-0.6	-0.62 -0.58	thresh	-0.62	thresh	-0.58	1	1545
-0.6	-0.56	1	thresh	-0.58	thresh	-0.58	1	7957
-0.56	-0.52	-0.54 -0.58	thresh	-0.54	thresh	-0.58	1	1340
-0.52	-0.48	-0.5 -0.58	thresh	-0.5	thresh	-0.58	1	1238
-0.48	-0.44	-0.46 -0.58	thresh	-0.46	thresh	-0.58	1	1136
-0.44	-0.4	-0.42 -0.58	thresh	-0.42	thresh	-0.58	1	1034
-0.4	-0.36	-0.38 -0.58	thresh	-0.38	thresh	-0.58	1	932
-0.36	-0.32	-0.34 -0.58	thresh	-0.34	thresh	-0.58	1	830
-0.32	-0.28	-0.3 -0.58	thresh	-0.3	thresh	-0.58	1	728
-0.28	-0.24	-0.26 -0.58	thresh	-0.26	thresh	-0.58	1	626
-0.24	-0.2	-0.22 -0.58	thresh	-0.22	thresh	-0.58	1	524
-0.2	-0.16	-0.18 -0.58	thresh	-0.18	thresh	-0.58	1	422
-0.16	-0.12	-0.14 -0.58	thresh	-0.14	thresh	-0.58	1	320
-0.12	-0.0800000000000001	-0.1 -0.58	thresh	-0.1	thresh	-0.58	1	218
-0.0800000000000001	-0.04	-0.0600000000000001 -0.58	thresh	-0.0600000000000001	thresh	-0.58	1	116
-0.04	0	-0.02 -0.58	thresh	-0.02	thresh	-0.58	1	14
0	0.04	0.02 -0.58	thresh	0.02	thresh	-0.58	1	5421
0.04	0.0800000000000001	0.0600000000000001 -0.58	thresh	0.0600000000000001	thresh	-0.58	1	5523
0.0800000000000001	0.12	0.1 -0.58	thresh	0.1	thresh	-0.58	1	5625
0.12	0.16	0.14 -0.58	thresh	0.14	thresh	-0.58	1	5727
0.16	0.2	0.18 -0.58	thresh	0.18	thresh	-0.58	1	5829
0.2	0.24	0.22 -0.58	thresh	0.22	thresh	-0.58	1	5931
0.24	0.28	0.26 -0.58	thresh	0.26	thresh	-0.58	1	6033
0.28	0.32	0.3 -0.58	thresh	0.3	thresh	-0.58	1	6135
0.32	0.36	0.34 -0.58	thresh	0.34	thresh	-0.58	1	6237
0.36	0.4	0.38 -0.58	thresh	0.38	thresh	-0.58	1	6339
0.4	0.44	0.42 -0.58	thresh	0.42	thresh	-0.58	1	6441
0.44	0.48	0.46 -0.58	thresh	0.46	thresh	-0.58	1	6543
0.48	0.52	0.5 -0.58	thresh	0.5	thresh	-0.58	1	6645
0.52	0.56	0.54 -0.58	thresh	0.54	thresh	-0.58	1	6747
0.56	0.6	0.58 -0.58	thresh	0.58	thresh	-0.58	1	6849
0.6	0.64	0.62 -0.58	thresh	0.62	thresh	-0.58	1	6951
0.64	0.68	0.66 -0.58	thresh	0.66	thresh	-0.58	1	7053
0.68	0.72	0.7 -0.58	thresh	0.7	thresh	-0.58	1	7155
0.72	0.76	0.74 -0.58	thresh	0.74	thresh	-0.58	1	7257
0.76	0.8	0.78 -0.58	thresh	0.78	thresh	-0.58	1	7359
0.8	0.84	0.82 -0.58	thresh	0.82	thresh	-0.58	1	7461
0.84	0.88	0.86 -0.58	thresh	0.86	thresh	-0.58	1	7563
0.88	0.92	0.9 -0.58	thresh	0.9	thresh	-0.58	1	7665
0.92	0.96	0.94 -0.58	thresh	0.94	thresh	-0.58	1	7767
0.96	1	0.98 -0.58	thresh	0.98	thresh	-0.58	1	7869
1	1.04	1.02 -0.58	thresh	1.02	thresh	-0.58	1	7972
1.04	1.08	1.06 -0.58	thresh	1.06	thresh	-0.58	1	8074
1.08	1.12	1.1 -0.58	thresh	1.1	thresh	-0.58	1	8176
1.12	1.16	1.14 -0.58	thresh	1.14	thresh	-0.58	1	8278
1.16	1.2	1.18 -0.58	thresh	1.18	thresh	-0.58	1	8380
1.2	1.24	1.22 -0.58	thresh	1.22	thresh	-0.58	1	8482
1.24	1.28	1.26 -0.58	thresh	1.26	thresh	-0.58	1	8584
1.28	1.32	1.3 -0.58	thresh	1.3	thresh	-0.58	1	8686
1.32	1.36	1.34 -0.58	thresh	1.34	thresh	-0.58	1	8788
1.36	1.4	1.38 -0.58	thresh	1.38	thresh	-0.58	1	8890
1.4	1.44	1.42 -0.58	thresh	1.42	thresh	-0.58	1	8992
1.44	1.48	1.46 -0.58	thresh	1.46	thresh	-0.58	1	9094
1.48	1.52	1.5 -0.58	thresh	1.5	thresh	-0.58	1	9196
1.52	1.56	1.54 -0.58	thresh	1.54	thresh	-0.58	1	9298
1.56	1.6	1.58 -0.58	thresh	1.58	thresh	-0.58	1	9400
1.6	1.64	1.62 -0.58	thresh	1.62	thresh	-0.58	1	9502
1.64	1.68	1.66 -0.58	thresh	1.66	thresh	-0.58	1	9604
1.68	1.72	1.7 -0.58	thresh	1.7	thresh	-0.58	1	9706
1.72	1.76	1.74 -0.58	thresh	1.74	thresh	-0.58	1	9808
1.76	1.8	1.78 -0.58	thresh	1.78	thresh	-0.58	1	9910
1.8	1.84	1.82 -0.58	thresh	1.82	thresh	-0.58	1	10012
1.84	1.88	1.86 -0.58	thresh	1.86	thresh	-0.58	1	10114
1.88	1.92	1.9 -0.58	thresh	1.9	thresh	-0.58	1	10216
1.92	1.96	1.94 -0.58	thresh	1.94	thresh	-0.58	1	10318
1.96	2	1.98 -0.58	thresh	1.98	thresh	-0.58	1	10420
-2.12	-2.08	-2.1 -0.54	thresh	-2.1	thresh	-0.54	1	5318
-2.08	-2.04	-2.06 -0.54	thresh	-2.06	thresh	-0.54	1	5216
-2.04	-2	-2.02 -0.54	thresh	-2.02	thresh	-0.54	1	5114
-2	-1.96	-1.98 -0.54	thresh	-1.98	thresh	-0.54	1	5012
-1.96	-1.92	-1.94 -0.54	thresh	-1.94	thresh	-0.54	1	4910
-1.92	-1.88	-1.9 -0.54	thresh	-1.9	thresh	-0.54	1	4808
-1.88	-1.84	-1.86 -0.54	thresh	-1.86	thresh	-0.54	1	4706
-1.84	-1.8	-1.82 -0.54	thresh	-1.82	thresh	-0.54	1	4604
-1.8	-1.76	-1.78 -0.54	thresh	-1.78	thresh	-0.54	1	4502
-1.76	-1.72	-1.74 -0.54	thresh	-1.74	thresh	-0.54	1	4400
-1.72	-1.68	-1.7 -0.54	thresh	-1.7	thresh	-0.54	1	4298
-1.68	-1.64	-1.66 -0.54	thresh	-1.66	thresh	-0.54	1	4196
-1.64	-1.6	-1.62 -0.54	thresh	-1.62	thresh	-0.54	1	4094
-1.6	-1.56	-1.58 -0.54	thresh	-1.58	thresh	-0.54	1	3992
-1.56	-1.52	-1.54 -0.54	thresh	-1.54	thresh	-0.54	1	3890
-1.52	-1.48	-1.5 -0.54	thresh	-1.5	thresh	-0.54	1	3788
-1.48	-1.44	-1.46 -0.54	thresh	-1.46	thresh	-0.54	1	3686
-1.44	-1.4	-1.42 -0.54	thresh	-1.42	thresh	-0.54	1	3584
-1.4	-1.36	-1.38 -0.54	thresh	-1.38	thresh	-0.54	1	3482
-1.36	-1.32	-1.34 -0.54	thresh	-1.34	thresh	-0.54	1	3380
-1.32	-1.28	-1.3 -0.54	thresh	-1.3	thresh	-0.54	1	3278
-1.28	-1.24	-1.26 -0.54	thresh	-1.26	thresh	-0.54	1	3176
-1.24	-1.2	-1.22 -0.54	thresh	-1.22	thresh	-0.54	1	3074
-1.2	-1.16	-1.18 -0.54	thresh	-1.18	thresh	-0.54	1	2972
-1.16	-1.12	-1.14 -0.54	thresh	-1.14	thresh	-0.54	1	2870
-1.12	-1.08	-1.1 -0.54	thresh	-1.1	thresh	-0.54	1	2768
-1.08	-1.04	-1.06 -0.54	thresh	-1.06	thresh	-0.54	1	2666
-1.04	-1	-1.02 -0.54	thresh	-1.02	thresh	-0.54	1	2564
-1	-0.96	-0.98 -0.54	thresh	-0.98	thresh	-0.54	1	2462
-0.96	-0.92	-0.94 -0.54	thresh	-0.94	thresh	-0.54	1	2360
-0.92	-0.88	-0.9 -0.54	thresh	-0.9	thresh	-0.54	1	2258
-0.88	-0.84	-0.86 -0.54	thresh	-0.86	thresh	-0.54	1	2156
-0.84	-0.8	-0.82 -0.54	thresh	-0.82	thresh	-0.54	1	2054
-0.8	-0.76	-0.78 -0.54	thresh	-0.78	thresh	-0.54	1	1952
-0.76	-0.72	-0.74 -0.54	thresh	-0.74	thresh	-0.54	1	1850
-0.72	-0.68	-0.7 -0.54	thresh	-0.7	thresh	-0.54	1	1748
-0.68	-0.64	-0.66 -0.54	thresh	-0.66	thresh	-0.54	1	1646
-0.64	-0.6	-0.62 -0.54	thresh	-0.62	thresh	-0.54	1	1544
-0.6	-0.56	-0.58 -0.54	thresh	-0.58	thresh	-0.54	1	1442
-0.56	-0.52	1	thresh	-0.54	thresh	-0.54	1	7957
-0.52	-0.48	-0.5 -0.54	thresh	-0.5	thresh	-0.54	1	1237
-0.48	-0.44	-0.46 -0.54	thresh	-0.46	thresh	-0.54	1	1135
-0.44	-0.4	-0.42 -0.54	thresh	-0.42	thresh	-0.54	1	1033
-0.4	-0.36	-0.38 -0.54	thresh	-0.38	thresh	-0.54	1	931
-0.36	-0.32	-0.34 -0.54	thresh	-0.34	thresh	-0.54	1	829
-0.32	-0.28	-0.3 -0.54	thresh	-0.3	thresh	-0.54	1	727
-0.28	-0.24	-0.26 -0.54	thresh	-0.26	thresh	-0.54	1	625
-0.24	-0.2	-0.22 -0.54	thresh	-0.22	thresh	-0.54	1	523
-0.2	-0.16	-0.18 -0.54	thresh	-0.18	thresh	-0.54	1	421
-0.16	-0.12	-0.14 -0.54	thresh	-0.14	thresh	-0.54	1	319
-0.12	-0.0800000000000001	-0.1 -0.54	thresh	-0.1	thresh	-0.54	1	217
-0.0800000000000001	-0.04	-0.0600000000000001 -0.54	thresh	-0.0600000000000001	thresh	-0.54	1	115
-0.04	0	-0.02 -0.54	thresh	-0.02	thresh	-0.54	1	13
0	0.04	0.02 -0.54	thresh	0.02	thresh	-0.54	1	5420
0.04	0.0800000000000001	0.0600000000000001 -0.54	thresh	0.0600000000000001	thresh	-0.54	1	5522
0.0800000000000001	0.12	0.1 -0.54	thresh	0.1	thresh	-0.54	1	5624
0.12	0.16	0.14 -0.54	thresh	0.14	thresh	-0.54	1	5726
0.16	0.2	0.18 -0.54	thresh	0.18	thresh	-0.54	1	5828
0.2	0.24	0.22 -0.54	thresh	0.22	thresh	-0.54	1	5930
0.24	0.28	0.26 -0.54	thresh	0.26	thresh	-0.54	1	6032
0.28	0.32	0.3 -0.54	thresh	0.3	thresh	-0.54	1	6134
0.32	0.36	0.34 -0.54	thresh	0.34	thresh	-0.54	1	6236
0.36	0.4	0.38 -0.54	thresh	0.38	thresh	-0.54	1	6338
0.4	0.44	0.42 -0.54	thresh	0.42	thresh	-0.54	1	6440
0.44	0.48	0.46 -0.54	thresh	0.46	thresh	-0.54	1	6542
0.48	0.52	0.5 -0.54	thresh	0.5	thresh	-0.54	1	6644
0.52	0.56	0.54 -0.54	thresh	0.54	thresh	-0.54	1	6746
0.56	0.6	0.58 -0.54	thresh	0.58	thresh	-0.54	1	6848
0.6	0.64	0.62 -0.54	thresh	0.62	thresh	-0.54	1	6950
0.64	0.68	0.66 -0.54	thresh	0.66	thresh	-0.54	1	7052
0.68	0.72	0.7 -0.54	thresh	0.7	thresh	-0.54	1	7154
0.72	0.76	0.74 -0.54	thresh	0.74	thresh	-0.54	1	7256
0.76	0.8	0.78 -0.54	thresh	0.78	thresh	-0.54	1	7358
0.8	0.84	0.82 -0.54	thresh	0.82	thresh	-0.54	1	7460
0.84	0.88	0.86 -0.54	thresh	0.86	thresh	-0.54	1	7562
0.88	0.92	0.9 -0.54	thresh	0.9	thresh	-0.54	1	7664
0.92	0.96	0.94 -0.54	thresh	0.94	thresh	-0.54	1	7766
0.96	1	0.98 -0.54	thresh	0.98	thresh	-0.54	1	7868
1	1.04	1.02 -0.54	thresh	1.02	thresh	-0.54	1	7971
1.04	1.08	1.06 -0.54	thresh	1.06	thresh	-0.54	1	8073
1.08	1.12	1.1 -0.54	thresh	1.1	thresh	-0.54	1	8175
1.12	1.16	1.14 -0.54	thresh	1.14	thresh	-0.54	1	8277
1.16	1.2	1.18 -0.54	thresh	1.18	thresh	-0.54	1	8379
1.2	1.24	1.22 -0.54	thresh	1.22	thresh	-0.54	1	8481
1.24	1.28	1.26 -0.54	thresh	1.26	thresh	-0.54	1	8583
1.28	1.32	1.3 -0.54	thresh	1.3	thresh	-0.54	1	8685
1.32	1.36	1.34 -0.54	thresh	1.34	thresh	-0.54	1	8787
1.36	1.4	1.38 -0.54	thresh	1.38	thresh	-0.54	1	8889
1.4	1.44	1.42 -0.54	thresh	1.42	thresh	-0.54	1	8991
1.44	1.48	1.46 -0.54	thresh	1.46	thresh	-0.54	1	9093
1.48	1.52	1.5 -0.54	thresh	1.5	thresh	-0.54	1	9195
1.52	1.56	1.54 -0.54	thresh	1.54	thresh	-0.54	1	9297
1.56	1.6	1.58 -0.54	thresh	1.58	thresh	-0.54	1	9399
1.6	1.64	1.62 -0.54	thresh	1.62	thresh	-0.54	1	9501
1.64	1.68	1.66 -0.54	thresh	1.66	thresh	-0.54	1	9603
1.68	1.72	1.7 -0.54	thresh	1.7	thresh	-0.54	1	9705
1.72	1.76	1.74 -0.54	thresh	1.74	thresh	-0.54	1	9807
1.76	1.8	1.78 -0.54	thresh	1.78	thresh	-0.54	1	9909
1.8	1.84	1.82 -0.54	thresh	1.82	thresh	-0.54	1	10011
1.84	1.88	1.86 -0.54	thresh	1.86	thresh	-0.54	1	10113
1.88	1.92	1.9 -0.54	thresh	1.9	thresh	-0.54	1	10215
1.92	1.96	1.94 -0.54	thresh	1.94	thresh	-0.54	1	10317
1.96	2	1.98 -0.54	thresh	1.98	thresh	-0.54	1	10419
-2.12	-2.08	-2.1 -0.5	thresh	-2.1	thresh	-0.5	1	5317
-2.08	-2.04	-2.06 -0.5	thresh	-2.06	thresh	-0.5	1	5215
-2.04	-2	-2.02 -0.5	thresh	-2.02	thresh	-0.5	1	5113
-2	-1.96	-1.98 -0.5	thresh	-1.98	thresh	-0.5	1	5011
-1.96	-1.92	-1.94 -0.5	thresh	-1.94	thresh	-0.5	1	4909
-1.92	-1.88	-1.9 -0.5	thresh	-1.9	thresh	-0.5	1	4807
-1.88	-1.84	-1.86 -0.5	thresh	-1.86	thresh	-0.5	1	4705
-1.84	-1.8	-1.82 -0.5	thresh	-1.82	thresh	-0.5	1	4603
-1.8	-1.76	-1.78 -0.5	thresh	-1.78	thresh	-0.5	1	4501
-1.76	-1.72	-1.74 -0.5	thresh	-1.74	thresh	-0.5	1	4399
-1.72	-1.68	-1.7 -0.5	thresh	-1.7	thresh	-0.5	1	4297
-1.68	-1.64	-1.66 -0.5	thresh	-1.66	thresh	-0.5	1	4195
-1.64	-1.6	-1.62 -0.5	thresh	-1.62	thresh	-0.5	1	4093
-1.6	-1.56	-1.58 -0.5	thresh	-1.58	thresh	-0.5	1	3991
-1.56	-1.52	-1.54 -0.5	thresh	-1.54	thresh	-0.5	1	3889
-1.52	-1.48	-1.5 -0.5	thresh	-1.5	thresh	-0.5	1	3787
-1.48	-1.44	-1.46 -0.5	thresh	-1.46	thresh	-0.5	1	3685
-1.44	-1.4	-1.42 -0.5	thresh	-1.42	thresh	-0.5	1	3583
-1.4	-1.36	-1.38 -0.5	thresh	-1.38	thresh	-0.5	1	3481
-1.36	-1.32	-1.34 -0.5	thresh	-1.34	thresh	-0.5	1	3379
-1.32	-1.28	-1.3 -0.5	thresh	-1.3	thresh	-0.5	1	3277
-1.28	-1.24	-1.26 -0.5	thresh	-1.26	thresh	-0.5	1	3175
-1.24	-1.2	-1.22 -0.5	thresh	-1.22	thresh	-0.5	1	3073
-1.2	-1.16	-1.18 -0.5	thresh	-1.18	thresh	-0.5	1	2971
-1.16	-1.12	-1.14 -0.5	thresh	-1.14	thresh	-0.5	1	2869
-1.12	-1.08	-1.1 -0.5	thresh	-1.1	thresh	-0.5	1	2767
-1.08	-1.04	-1.06 -0.5	thresh	-1.06	thresh	-0.5	1	2665
-1.04	-1	-1.02 -0.5	thresh	-1.02	thresh	-0.5	1	2563
-1	-0.96	-0.98 -0.5	thresh	-0.98	thresh	-0.5	1	2461
-0.96	-0.92	-0.94 -0.5	thresh	-0.94	thresh	-0.5	1	2359
-0.92	-0.88	-0.9 -0.5	thresh	-0.9	thresh	-0.5	1	2257
-0.88	-0.84	-0.86 -0.5	thresh	-0.86	thresh	-0.5	1	2155
-0.84	-0.8	-0.82 -0.5	thresh	-0.82	thresh	-0.5	1	2053
-0.8	-0.76	-0.78 -0.5	thresh	-0.78	thresh	-0.5	1	1951
-0.76	-0.72	-0.74 -0.5	thresh	-0.74	thresh	-0.5	1	1849
-0.72	-0.68	-0.7 -0.5	thresh	-0.7	thresh	-0.5	1	1747
-0.68	-0.64	-0.66 -0.5	thresh	-0.66	thresh	-0.5	1	1645
-0.64	-0.6	-0.62 -0.5	thresh	-0.62	thresh	-0.5	1	1543
-0.6	-0.56	-0.58 -0.5	thresh	-0.58	thresh	-0.5	1	1441
-0.56	-0.52	-0.54 -0.5	thresh	-0.54	thresh	-0.5	1	1339
-0.52	-0.48	1	thresh	-0.5	thresh	-0.5	1	7957
-0.48	-0.44	-0.46 -0.5	thresh	-0.46	thresh	-0.5	1	1134
-0.44	-0.4	-0.42 -0.5	thresh	-0.42	thresh	-0.5	1	1032
-0.4	-0.36	-0.38 -0.5	thresh	-0.38	thresh	-0.5	1	930
-0.36	-0.32	-0.34 -0.5	thresh	-0.34	thresh	-0.5	1	828
-0.32	-0.28	-0.3 -0.5	thresh	-0.3	thresh	-0.5	1	726
-0.28	-0.24	-0.26 -0.5	thresh	-0.26	thresh	-0.5	1	624
-0.24	-0.2	-0.22 -0.5	thresh	-0.22	thresh	-0.5	1	522
-0.2	-0.16	-0.18 -0.5	thresh	-0.18	thresh	-0.5	1	420
-0.16	-0.12	-0.14 -0.5	thresh	-0.14	thresh	-0.5	1	318
-0.12	-0.0800000000000001	-0.1 -0.5	thresh	-0.1	thresh	-0.5	1	216
-0.0800000000000001	-0.04	-0.0600000000000001 -0.5	thresh	-0.0600000000000001	thresh	-0.5	1	114
-0.04	0	-0.02 -0.5	thresh	-0.02	thresh	-0.5	1	12
0	0.04	0.02 -0.5	thresh	0.02	thresh	-0.5	1	5419
0.04	0.0800000000000001	0.0600000000000001 -0.5	thresh	0.0600000000000001	thresh	-0.5	1	5521
0.0800000000000001	0.12	0.1 -0.5	thresh	0.1	thresh	-0.5	1	5623
0.12	0.16	0.14 -0.5	thresh	0.14	thresh	-0.5	1	5725
0.16	0.2	0.18 -0.5	thresh	0.18	thresh	-0.5	1	5827
0.2	0.24	0.22 -0.5	thresh	0.22	thresh	-0.5	1	5929
0.24	0.28	0.26 -0.5	thresh	0.26	thresh	-0.5	1	6031
0.28	0.32	0.3 -0.5	thresh	0.3	thresh	-0.5	1	6133
0.32	0.36	0.34 -0.5	thresh	0.34	thresh	-0.5	1	6235
0.36	0.4	0.38 -0.5	thresh	0.38	thresh	-0.5	1	6337
0.4	0.44	0.42 -0.5	thresh	0.42	thresh	-0.5	1	6439
0.44	0.48	0.46 -0.5	thresh	0.46	thresh	-0.5	1	6541
0.48	0.52	0.5 -0.5	thresh	0.5	thresh	-0.5	1	6643
0.52	0.56	0.54 -0.5	thresh	0.54	thresh	-0.5	1	6745
0.56	0.6	0.58 -0.5	thresh	0.58	thresh	-0.5	1	6847
0.6	0.64	0.62 -0.5	thresh	0.62	thresh	-0.5	1	6949
0.64	0.68	0.66 -0.5	thresh	0.66	thresh	-0.5	1	7051
0.68	0.72	0.7 -0.5	thresh	0.7	thresh	-0.5	1	7153
0.72	0.76	0.74 -0.5	thresh	0.74	thresh	-0.5	1	7255
0.76	0.8	0.78 -0.5	thresh	0.78	thresh	-0.5	1	7357
0.8	0.84	0.82 -0.5	thresh	0.82	thresh	-0.5	1	7459
0.84	0.88	0.86 -0.5	thresh	0.86	thresh	-0.5	1	7561
0.88	0.92	0.9 -0.5	thresh	0.9	thresh	-0.5	1	7663
0.92	0.96	0.94 -0.5	thresh	0.94	thresh	-0.5	1	7765
