linetype	xintercept	key	showSelectedlegendlinetype	showSelected1	PANEL
solid	-1.74730962060694	finite	finite	1.7	3
22	-1.72466149250489	infinite	infinite	-0.22	3
solid	-1.70730962060694	finite	finite	1.74	3
22	-1.68466149250489	infinite	infinite	-0.18	3
solid	-1.66730962060694	finite	finite	1.78	3
22	-1.64466149250489	infinite	infinite	-0.14	3
solid	-1.62730962060694	finite	finite	1.82	3
22	-1.60466149250489	infinite	infinite	-0.1	3
22	-1.60466149250489	infinite	infinite	-0.1	3
solid	-1.58730962060694	finite	finite	1.86	3
22	-1.56466149250489	infinite	infinite	-0.0600000000000001	3
solid	-1.54730962060694	finite	finite	1.9	3
22	-1.52466149250489	infinite	infinite	-0.02	3
solid	-1.50730962060694	finite	finite	1.94	3
22	-1.48466149250489	infinite	infinite	0.02	3
solid	-1.46730962060694	finite	finite	1.98	3
22	-1.44466149250489	infinite	infinite	0.0600000000000001	3
22	-1.40466149250489	infinite	infinite	0.1	3
22	-1.36466149250489	infinite	infinite	0.14	3
22	-1.32466149250489	infinite	infinite	0.18	3
22	-1.28466149250489	infinite	infinite	0.22	3
22	-1.24466149250489	infinite	infinite	0.26	3
22	-1.20466149250489	infinite	infinite	0.3	3
22	-1.16466149250489	infinite	infinite	0.34	3
22	-1.12466149250489	infinite	infinite	0.38	3
22	-1.08466149250489	infinite	infinite	0.42	3
22	-1.04466149250489	infinite	infinite	0.46	3
22	-1.00466149250489	infinite	infinite	0.5	3
22	-0.964661492504887	infinite	infinite	0.54	3
22	-0.924661492504887	infinite	infinite	0.58	3
22	-0.884661492504887	infinite	infinite	0.62	3
22	-0.844661492504887	infinite	infinite	0.66	3
22	-0.804661492504887	infinite	infinite	0.7	3
22	-0.764661492504887	infinite	infinite	0.74	3
22	-0.724661492504887	infinite	infinite	0.78	3
22	-0.684661492504887	infinite	infinite	0.82	3
22	-0.644661492504887	infinite	infinite	0.86	3
22	-0.604661492504887	infinite	infinite	0.9	3
22	-0.564661492504887	infinite	infinite	0.94	3
22	-0.524661492504887	infinite	infinite	0.98	3
22	-0.484661492504887	infinite	infinite	1.02	3
22	-0.444661492504887	infinite	infinite	1.06	3
22	-0.404661492504887	infinite	infinite	1.1	3
22	-0.364661492504887	infinite	infinite	1.14	3
22	-0.324661492504887	infinite	infinite	1.18	3
22	-0.284661492504887	infinite	infinite	1.22	3
22	-0.244661492504887	infinite	infinite	1.26	3
22	-0.204661492504887	infinite	infinite	1.3	3
22	-0.164661492504887	infinite	infinite	1.34	3
22	-0.124661492504887	infinite	infinite	1.38	3
22	-0.0846614925048872	infinite	infinite	1.42	3
22	-0.0446614925048872	infinite	infinite	1.46	3
22	-0.00466149250488712	infinite	infinite	1.5	3
22	0.0353385074951129	infinite	infinite	1.54	3
22	0.075338507495113	infinite	infinite	1.58	3
22	0.115338507495113	infinite	infinite	1.62	3
22	0.155338507495113	infinite	infinite	1.66	3
22	0.195338507495113	infinite	infinite	1.7	3
22	0.235338507495113	infinite	infinite	1.74	3
22	0.275338507495113	infinite	infinite	1.78	3
22	0.315338507495113	infinite	infinite	1.82	3
22	0.355338507495113	infinite	infinite	1.86	3
22	0.395338507495113	infinite	infinite	1.9	3
22	0.435338507495113	infinite	infinite	1.94	3
22	0.475338507495113	infinite	infinite	1.98	3
solid	-5.96804172887952	finite	finite	-2.1	4
solid	-5.92804172887952	finite	finite	-2.06	4
solid	-5.88804172887952	finite	finite	-2.02	4
solid	-5.84804172887952	finite	finite	-1.98	4
solid	-5.80804172887952	finite	finite	-1.94	4
solid	-5.76804172887952	finite	finite	-1.9	4
solid	-5.72804172887952	finite	finite	-1.86	4
solid	-5.68804172887952	finite	finite	-1.82	4
solid	-5.64804172887952	finite	finite	-1.78	4
solid	-5.60804172887952	finite	finite	-1.74	4
solid	-5.56804172887952	finite	finite	-1.7	4
22	-5.53173472707878	infinite	infinite	-2.1	4
solid	-5.52804172887952	finite	finite	-1.66	4
22	-5.49173472707878	infinite	infinite	-2.06	4
solid	-5.48804172887952	finite	finite	-1.62	4
22	-5.45173472707878	infinite	infinite	-2.02	4
solid	-5.44804172887952	finite	finite	-1.58	4
22	-5.41173472707878	infinite	infinite	-1.98	4
solid	-5.40804172887952	finite	finite	-1.54	4
22	-5.37173472707878	infinite	infinite	-1.94	4
solid	-5.36804172887952	finite	finite	-1.5	4
22	-5.33173472707878	infinite	infinite	-1.9	4
solid	-5.32804172887952	finite	finite	-1.46	4
22	-5.29173472707878	infinite	infinite	-1.86	4
solid	-5.28804172887952	finite	finite	-1.42	4
22	-5.25173472707878	infinite	infinite	-1.82	4
solid	-5.24804172887952	finite	finite	-1.38	4
22	-5.21173472707878	infinite	infinite	-1.78	4
solid	-5.20804172887952	finite	finite	-1.34	4
22	-5.17173472707878	infinite	infinite	-1.74	4
solid	-5.16804172887952	finite	finite	-1.3	4
22	-5.13173472707878	infinite	infinite	-1.7	4
solid	-5.12804172887952	finite	finite	-1.26	4
22	-5.09173472707878	infinite	infinite	-1.66	4
solid	-5.08804172887952	finite	finite	-1.22	4
22	-5.05173472707878	infinite	infinite	-1.62	4
solid	-5.04804172887952	finite	finite	-1.18	4
22	-5.01173472707878	infinite	infinite	-1.58	4
solid	-5.00804172887952	finite	finite	-1.14	4
22	-4.97173472707878	infinite	infinite	-1.54	4
solid	-4.96804172887952	finite	finite	-1.1	4
22	-4.93173472707878	infinite	infinite	-1.5	4
solid	-4.92804172887952	finite	finite	-1.06	4
22	-4.89173472707878	infinite	infinite	-1.46	4
solid	-4.88804172887952	finite	finite	-1.02	4
22	-4.85173472707878	infinite	infinite	-1.42	4
solid	-4.84804172887952	finite	finite	-0.98	4
22	-4.81173472707878	infinite	infinite	-1.38	4
solid	-4.80804172887952	finite	finite	-0.94	4
22	-4.77173472707878	infinite	infinite	-1.34	4
solid	-4.76804172887952	finite	finite	-0.9	4
22	-4.73173472707878	infinite	infinite	-1.3	4
solid	-4.72804172887952	finite	finite	-0.86	4
22	-4.69173472707878	infinite	infinite	-1.26	4
solid	-4.68804172887952	finite	finite	-0.82	4
22	-4.65173472707878	infinite	infinite	-1.22	4
solid	-4.64804172887952	finite	finite	-0.78	4
22	-4.61173472707878	infinite	infinite	-1.18	4
solid	-4.60804172887952	finite	finite	-0.74	4
22	-4.57173472707878	infinite	infinite	-1.14	4
solid	-4.56804172887952	finite	finite	-0.7	4
22	-4.53173472707878	infinite	infinite	-1.1	4
solid	-4.52804172887952	finite	finite	-0.66	4
22	-4.49173472707878	infinite	infinite	-1.06	4
solid	-4.48804172887952	finite	finite	-0.62	4
22	-4.45173472707878	infinite	infinite	-1.02	4
solid	-4.44804172887952	finite	finite	-0.58	4
22	-4.41173472707878	infinite	infinite	-0.98	4
solid	-4.40804172887952	finite	finite	-0.54	4
22	-4.37173472707878	infinite	infinite	-0.94	4
solid	-4.36804172887952	finite	finite	-0.5	4
22	-4.33173472707878	infinite	infinite	-0.9	4
solid	-4.32804172887952	finite	finite	-0.46	4
22	-4.29173472707878	infinite	infinite	-0.86	4
solid	-4.28804172887952	finite	finite	-0.42	4
22	-4.25173472707878	infinite	infinite	-0.82	4
solid	-4.24804172887952	finite	finite	-0.38	4
22	-4.21173472707878	infinite	infinite	-0.78	4
solid	-4.20804172887952	finite	finite	-0.34	4
22	-4.17173472707878	infinite	infinite	-0.74	4
solid	-4.16804172887952	finite	finite	-0.3	4
22	-4.13173472707878	infinite	infinite	-0.7	4
solid	-4.12804172887952	finite	finite	-0.26	4
22	-4.09173472707878	infinite	infinite	-0.66	4
solid	-4.08804172887952	finite	finite	-0.22	4
22	-4.05173472707878	infinite	infinite	-0.62	4
solid	-4.04804172887952	finite	finite	-0.18	4
22	-4.01173472707878	infinite	infinite	-0.58	4
solid	-4.00804172887952	finite	finite	-0.14	4
22	-3.97173472707878	infinite	infinite	-0.54	4
solid	-3.96804172887952	finite	finite	-0.1	4
22	-3.93173472707878	infinite	infinite	-0.5	4
solid	-3.92804172887952	finite	finite	-0.0600000000000001	4
22	-3.89173472707878	infinite	infinite	-0.46	4
solid	-3.88804172887952	finite	finite	-0.02	4
22	-3.85173472707878	infinite	infinite	-0.42	4
solid	-3.84804172887952	finite	finite	0.02	4
22	-3.81173472707878	infinite	infinite	-0.38	4
solid	-3.80804172887952	finite	finite	0.0600000000000001	4
22	-3.77173472707878	infinite	infinite	-0.34	4
solid	-3.76804172887952	finite	finite	0.1	4
22	-3.73173472707878	infinite	infinite	-0.3	4
solid	-3.72804172887952	finite	finite	0.14	4
22	-3.69173472707878	infinite	infinite	-0.26	4
solid	-3.68804172887952	finite	finite	0.18	4
22	-3.65173472707878	infinite	infinite	-0.22	4
solid	-3.64804172887952	finite	finite	0.22	4
22	-3.61173472707878	infinite	infinite	-0.18	4
solid	-3.60804172887952	finite	finite	0.26	4
22	-3.57173472707878	infinite	infinite	-0.14	4
solid	-3.56804172887952	finite	finite	0.3	4
22	-3.53173472707878	infinite	infinite	-0.1	4
22	-3.53173472707878	infinite	infinite	-0.1	4
solid	-3.52804172887952	finite	finite	0.34	4
22	-3.49173472707878	infinite	infinite	-0.0600000000000001	4
solid	-3.48804172887952	finite	finite	0.38	4
22	-3.45173472707878	infinite	infinite	-0.02	4
solid	-3.44804172887952	finite	finite	0.42	4
22	-3.41173472707878	infinite	infinite	0.02	4
solid	-3.40804172887952	finite	finite	0.46	4
22	-3.37173472707878	infinite	infinite	0.0600000000000001	4
solid	-3.36804172887952	finite	finite	0.5	4
22	-3.33173472707878	infinite	infinite	0.1	4
solid	-3.32804172887952	finite	finite	0.54	4
22	-3.29173472707878	infinite	infinite	0.14	4
solid	-3.28804172887952	finite	finite	0.58	4
22	-3.25173472707878	infinite	infinite	0.18	4
solid	-3.24804172887952	finite	finite	0.62	4
22	-3.21173472707878	infinite	infinite	0.22	4
solid	-3.20804172887952	finite	finite	0.66	4
22	-3.17173472707878	infinite	infinite	0.26	4
solid	-3.16804172887952	finite	finite	0.7	4
22	-3.13173472707878	infinite	infinite	0.3	4
solid	-3.12804172887952	finite	finite	0.74	4
22	-3.09173472707878	infinite	infinite	0.34	4
solid	-3.08804172887952	finite	finite	0.78	4
22	-3.05173472707878	infinite	infinite	0.38	4
solid	-3.04804172887952	finite	finite	0.82	4
22	-3.01173472707878	infinite	infinite	0.42	4
solid	-3.00804172887952	finite	finite	0.86	4
22	-2.97173472707878	infinite	infinite	0.46	4
solid	-2.96804172887952	finite	finite	0.9	4
22	-2.93173472707878	infinite	infinite	0.5	4
solid	-2.92804172887952	finite	finite	0.94	4
22	-2.89173472707878	infinite	infinite	0.54	4
solid	-2.88804172887952	finite	finite	0.98	4
22	-2.85173472707878	infinite	infinite	0.58	4
solid	-2.84804172887952	finite	finite	1.02	4
22	-2.81173472707878	infinite	infinite	0.62	4
solid	-2.80804172887952	finite	finite	1.06	4
22	-2.77173472707878	infinite	infinite	0.66	4
solid	-2.76804172887952	finite	finite	1.1	4
22	-2.73173472707878	infinite	infinite	0.7	4
solid	-2.72804172887952	finite	finite	1.14	4
22	-2.69173472707878	infinite	infinite	0.74	4
solid	-2.68804172887952	finite	finite	1.18	4
22	-2.65173472707878	infinite	infinite	0.78	4
solid	-2.64804172887952	finite	finite	1.22	4
22	-2.61173472707878	infinite	infinite	0.82	4
solid	-2.60804172887952	finite	finite	1.26	4
22	-2.57173472707878	infinite	infinite	0.86	4
solid	-2.56804172887952	finite	finite	1.3	4
22	-2.53173472707878	infinite	infinite	0.9	4
solid	-2.52804172887952	finite	finite	1.34	4
22	-2.49173472707878	infinite	infinite	0.94	4
solid	-2.48804172887952	finite	finite	1.38	4
22	-2.45173472707878	infinite	infinite	0.98	4
solid	-2.44804172887952	finite	finite	1.42	4
22	-2.41173472707878	infinite	infinite	1.02	4
solid	-2.40804172887952	finite	finite	1.46	4
22	-2.37173472707878	infinite	infinite	1.06	4
solid	-2.36804172887952	finite	finite	1.5	4
22	-2.33173472707878	infinite	infinite	1.1	4
solid	-2.32804172887952	finite	finite	1.54	4
22	-2.29173472707878	infinite	infinite	1.14	4
solid	-2.28804172887952	finite	finite	1.58	4
22	-2.25173472707878	infinite	infinite	1.18	4
solid	-2.24804172887952	finite	finite	1.62	4
22	-2.21173472707878	infinite	infinite	1.22	4
solid	-2.20804172887952	finite	finite	1.66	4
22	-2.17173472707878	infinite	infinite	1.26	4
solid	-2.16804172887952	finite	finite	1.7	4
22	-2.13173472707878	infinite	infinite	1.3	4
solid	-2.12804172887952	finite	finite	1.74	4
22	-2.09173472707878	infinite	infinite	1.34	4
solid	-2.08804172887952	finite	finite	1.78	4
22	-2.05173472707878	infinite	infinite	1.38	4
solid	-2.04804172887952	finite	finite	1.82	4
22	-2.01173472707878	infinite	infinite	1.42	4
solid	-2.00804172887952	finite	finite	1.86	4
22	-1.97173472707878	infinite	infinite	1.46	4
solid	-1.96804172887952	finite	finite	1.9	4
22	-1.93173472707878	infinite	infinite	1.5	4
solid	-1.92804172887952	finite	finite	1.94	4
22	-1.89173472707878	infinite	infinite	1.54	4
solid	-1.88804172887952	finite	finite	1.98	4
22	-1.85173472707878	infinite	infinite	1.58	4
22	-1.81173472707878	infinite	infinite	1.62	4
22	-1.77173472707878	infinite	infinite	1.66	4
22	-1.73173472707878	infinite	infinite	1.7	4
22	-1.69173472707878	infinite	infinite	1.74	4
22	-1.65173472707878	infinite	infinite	1.78	4
22	-1.61173472707878	infinite	infinite	1.82	4
22	-1.57173472707878	infinite	infinite	1.86	4
22	-1.53173472707878	infinite	infinite	1.9	4
22	-1.49173472707878	infinite	infinite	1.94	4
22	-1.45173472707878	infinite	infinite	1.98	4
solid	-4.77301863440163	finite	finite	-2.1	5
solid	-4.73301863440163	finite	finite	-2.06	5
solid	-4.69301863440163	finite	finite	-2.02	5
solid	-4.65301863440163	finite	finite	-1.98	5
solid	-4.61301863440163	finite	finite	-1.94	5
solid	-4.57301863440163	finite	finite	-1.9	5
solid	-4.53301863440163	finite	finite	-1.86	5
solid	-4.49301863440163	finite	finite	-1.82	5
solid	-4.45301863440163	finite	finite	-1.78	5
solid	-4.41301863440163	finite	finite	-1.74	5
solid	-4.37301863440163	finite	finite	-1.7	5
solid	-4.33301863440163	finite	finite	-1.66	5
22	-4.2936748271443	infinite	infinite	-2.1	5
solid	-4.29301863440163	finite	finite	-1.62	5
22	-4.2536748271443	infinite	infinite	-2.06	5
solid	-4.25301863440163	finite	finite	-1.58	5
22	-4.2136748271443	infinite	infinite	-2.02	5
solid	-4.21301863440163	finite	finite	-1.54	5
22	-4.1736748271443	infinite	infinite	-1.98	5
solid	-4.17301863440163	finite	finite	-1.5	5
22	-4.1336748271443	infinite	infinite	-1.94	5
solid	-4.13301863440163	finite	finite	-1.46	5
22	-4.0936748271443	infinite	infinite	-1.9	5
solid	-4.09301863440163	finite	finite	-1.42	5
22	-4.0536748271443	infinite	infinite	-1.86	5
solid	-4.05301863440163	finite	finite	-1.38	5
22	-4.0136748271443	infinite	infinite	-1.82	5
solid	-4.01301863440163	finite	finite	-1.34	5
22	-3.9736748271443	infinite	infinite	-1.78	5
solid	-3.97301863440163	finite	finite	-1.3	5
22	-3.9336748271443	infinite	infinite	-1.74	5
solid	-3.93301863440163	finite	finite	-1.26	5
22	-3.8936748271443	infinite	infinite	-1.7	5
solid	-3.89301863440163	finite	finite	-1.22	5
22	-3.8536748271443	infinite	infinite	-1.66	5
solid	-3.85301863440163	finite	finite	-1.18	5
22	-3.8136748271443	infinite	infinite	-1.62	5
solid	-3.81301863440163	finite	finite	-1.14	5
22	-3.7736748271443	infinite	infinite	-1.58	5
solid	-3.77301863440163	finite	finite	-1.1	5
22	-3.7336748271443	infinite	infinite	-1.54	5
solid	-3.73301863440163	finite	finite	-1.06	5
22	-3.6936748271443	infinite	infinite	-1.5	5
solid	-3.69301863440163	finite	finite	-1.02	5
22	-3.6536748271443	infinite	infinite	-1.46	5
solid	-3.65301863440163	finite	finite	-0.98	5
22	-3.6136748271443	infinite	infinite	-1.42	5
solid	-3.61301863440163	finite	finite	-0.94	5
22	-3.5736748271443	infinite	infinite	-1.38	5
solid	-3.57301863440163	finite	finite	-0.9	5
22	-3.5336748271443	infinite	infinite	-1.34	5
solid	-3.53301863440163	finite	finite	-0.86	5
22	-3.4936748271443	infinite	infinite	-1.3	5
solid	-3.49301863440163	finite	finite	-0.82	5
22	-3.4536748271443	infinite	infinite	-1.26	5
solid	-3.45301863440163	finite	finite	-0.78	5
22	-3.4136748271443	infinite	infinite	-1.22	5
solid	-3.41301863440163	finite	finite	-0.74	5
22	-3.3736748271443	infinite	infinite	-1.18	5
solid	-3.37301863440163	finite	finite	-0.7	5
22	-3.3336748271443	infinite	infinite	-1.14	5
solid	-3.33301863440163	finite	finite	-0.66	5
22	-3.2936748271443	infinite	infinite	-1.1	5
solid	-3.29301863440163	finite	finite	-0.62	5
22	-3.2536748271443	infinite	infinite	-1.06	5
solid	-3.25301863440163	finite	finite	-0.58	5
22	-3.2136748271443	infinite	infinite	-1.02	5
solid	-3.21301863440163	finite	finite	-0.54	5
22	-3.1736748271443	infinite	infinite	-0.98	5
solid	-3.17301863440163	finite	finite	-0.5	5
22	-3.1336748271443	infinite	infinite	-0.94	5
solid	-3.13301863440163	finite	finite	-0.46	5
22	-3.0936748271443	infinite	infinite	-0.9	5
solid	-3.09301863440163	finite	finite	-0.42	5
22	-3.0536748271443	infinite	infinite	-0.86	5
solid	-3.05301863440163	finite	finite	-0.38	5
22	-3.0136748271443	infinite	infinite	-0.82	5
solid	-3.01301863440163	finite	finite	-0.34	5
22	-2.9736748271443	infinite	infinite	-0.78	5
solid	-2.97301863440163	finite	finite	-0.3	5
22	-2.9336748271443	infinite	infinite	-0.74	5
solid	-2.93301863440163	finite	finite	-0.26	5
22	-2.8936748271443	infinite	infinite	-0.7	5
solid	-2.89301863440163	finite	finite	-0.22	5
22	-2.8536748271443	infinite	infinite	-0.66	5
solid	-2.85301863440163	finite	finite	-0.18	5
22	-2.8136748271443	infinite	infinite	-0.62	5
solid	-2.81301863440163	finite	finite	-0.14	5
22	-2.7736748271443	infinite	infinite	-0.58	5
solid	-2.77301863440163	finite	finite	-0.1	5
22	-2.7336748271443	infinite	infinite	-0.54	5
solid	-2.73301863440163	finite	finite	-0.0600000000000001	5
22	-2.6936748271443	infinite	infinite	-0.5	5
solid	-2.69301863440163	finite	finite	-0.02	5
22	-2.6536748271443	infinite	infinite	-0.46	5
solid	-2.65301863440163	finite	finite	0.02	5
22	-2.6136748271443	infinite	infinite	-0.42	5
solid	-2.61301863440163	finite	finite	0.0600000000000001	5
22	-2.5736748271443	infinite	infinite	-0.38	5
solid	-2.57301863440163	finite	finite	0.1	5
22	-2.5336748271443	infinite	infinite	-0.34	5
solid	-2.53301863440163	finite	finite	0.14	5
22	-2.4936748271443	infinite	infinite	-0.3	5
solid	-2.49301863440163	finite	finite	0.18	5
22	-2.4536748271443	infinite	infinite	-0.26	5
solid	-2.45301863440163	finite	finite	0.22	5
22	-2.4136748271443	infinite	infinite	-0.22	5
solid	-2.41301863440163	finite	finite	0.26	5
22	-2.3736748271443	infinite	infinite	-0.18	5
solid	-2.37301863440163	finite	finite	0.3	5
22	-2.3336748271443	infinite	infinite	-0.14	5
solid	-2.33301863440163	finite	finite	0.34	5
22	-2.2936748271443	infinite	infinite	-0.1	5
22	-2.2936748271443	infinite	infinite	-0.1	5
solid	-2.29301863440163	finite	finite	0.38	5
22	-2.2536748271443	infinite	infinite	-0.0600000000000001	5
solid	-2.25301863440163	finite	finite	0.42	5
22	-2.2136748271443	infinite	infinite	-0.02	5
solid	-2.21301863440163	finite	finite	0.46	5
22	-2.1736748271443	infinite	infinite	0.02	5
solid	-2.17301863440163	finite	finite	0.5	5
22	-2.1336748271443	infinite	infinite	0.0600000000000001	5
solid	-2.13301863440163	finite	finite	0.54	5
22	-2.0936748271443	infinite	infinite	0.1	5
solid	-2.09301863440163	finite	finite	0.58	5
22	-2.0536748271443	infinite	infinite	0.14	5
solid	-2.05301863440163	finite	finite	0.62	5
22	-2.0136748271443	infinite	infinite	0.18	5
solid	-2.01301863440163	finite	finite	0.66	5
22	-1.9736748271443	infinite	infinite	0.22	5
solid	-1.97301863440163	finite	finite	0.7	5
22	-1.9336748271443	infinite	infinite	0.26	5
solid	-1.93301863440163	finite	finite	0.74	5
22	-1.8936748271443	infinite	infinite	0.3	5
solid	-1.89301863440163	finite	finite	0.78	5
22	-1.8536748271443	infinite	infinite	0.34	5
solid	-1.85301863440163	finite	finite	0.82	5
22	-1.8136748271443	infinite	infinite	0.38	5
solid	-1.81301863440163	finite	finite	0.86	5
22	-1.7736748271443	infinite	infinite	0.42	5
solid	-1.77301863440163	finite	finite	0.9	5
22	-1.7336748271443	infinite	infinite	0.46	5
solid	-1.73301863440163	finite	finite	0.94	5
22	-1.6936748271443	infinite	infinite	0.5	5
solid	-1.69301863440163	finite	finite	0.98	5
22	-1.6536748271443	infinite	infinite	0.54	5
solid	-1.65301863440163	finite	finite	1.02	5
22	-1.6136748271443	infinite	infinite	0.58	5
solid	-1.61301863440163	finite	finite	1.06	5
22	-1.5736748271443	infinite	infinite	0.62	5
solid	-1.57301863440163	finite	finite	1.1	5
22	-1.5336748271443	infinite	infinite	0.66	5
solid	-1.53301863440163	finite	finite	1.14	5
22	-1.4936748271443	infinite	infinite	0.7	5
solid	-1.49301863440163	finite	finite	1.18	5
22	-1.4536748271443	infinite	infinite	0.74	5
solid	-1.45301863440163	finite	finite	1.22	5
22	-1.4136748271443	infinite	infinite	0.78	5
solid	-1.41301863440163	finite	finite	1.26	5
22	-1.3736748271443	infinite	infinite	0.82	5
solid	-1.37301863440163	finite	finite	1.3	5
22	-1.3336748271443	infinite	infinite	0.86	5
solid	-1.33301863440163	finite	finite	1.34	5
22	-1.2936748271443	infinite	infinite	0.9	5
solid	-1.29301863440163	finite	finite	1.38	5
22	-1.2536748271443	infinite	infinite	0.94	5
solid	-1.25301863440163	finite	finite	1.42	5
22	-1.2136748271443	infinite	infinite	0.98	5
solid	-1.21301863440163	finite	finite	1.46	5
22	-1.1736748271443	infinite	infinite	1.02	5
solid	-1.17301863440163	finite	finite	1.5	5
22	-1.1336748271443	infinite	infinite	1.06	5
solid	-1.13301863440163	finite	finite	1.54	5
22	-1.0936748271443	infinite	infinite	1.1	5
solid	-1.09301863440163	finite	finite	1.58	5
22	-1.0536748271443	infinite	infinite	1.14	5
solid	-1.05301863440163	finite	finite	1.62	5
22	-1.0136748271443	infinite	infinite	1.18	5
solid	-1.01301863440163	finite	finite	1.66	5
22	-0.973674827144302	infinite	infinite	1.22	5
solid	-0.97301863440163	finite	finite	1.7	5
22	-0.933674827144303	infinite	infinite	1.26	5
solid	-0.93301863440163	finite	finite	1.74	5
22	-0.893674827144303	infinite	infinite	1.3	5
solid	-0.89301863440163	finite	finite	1.78	5
22	-0.853674827144303	infinite	infinite	1.34	5
solid	-0.85301863440163	finite	finite	1.82	5
22	-0.813674827144303	infinite	infinite	1.38	5
solid	-0.81301863440163	finite	finite	1.86	5
22	-0.773674827144303	infinite	infinite	1.42	5
solid	-0.77301863440163	finite	finite	1.9	5
22	-0.733674827144303	infinite	infinite	1.46	5
solid	-0.73301863440163	finite	finite	1.94	5
22	-0.693674827144303	infinite	infinite	1.5	5
solid	-0.69301863440163	finite	finite	1.98	5
22	-0.653674827144303	infinite	infinite	1.54	5
22	-0.613674827144302	infinite	infinite	1.58	5
22	-0.573674827144302	infinite	infinite	1.62	5
22	-0.533674827144302	infinite	infinite	1.66	5
22	-0.493674827144302	infinite	infinite	1.7	5
22	-0.453674827144303	infinite	infinite	1.74	5
22	-0.413674827144303	infinite	infinite	1.78	5
22	-0.373674827144303	infinite	infinite	1.82	5
22	-0.333674827144303	infinite	infinite	1.86	5
22	-0.293674827144303	infinite	infinite	1.9	5
22	-0.253674827144303	infinite	infinite	1.94	5
22	-0.213674827144303	infinite	infinite	1.98	5
solid	-3.96747180543265	finite	finite	-2.1	6
solid	-3.92747180543265	finite	finite	-2.06	6
solid	-3.88747180543265	finite	finite	-2.02	6
solid	-3.84747180543265	finite	finite	-1.98	6
solid	-3.80747180543265	finite	finite	-1.94	6
solid	-3.76747180543265	finite	finite	-1.9	6
22	-3.73504356763289	infinite	infinite	-2.1	6
solid	-3.72747180543265	finite	finite	-1.86	6
22	-3.69504356763289	infinite	infinite	-2.06	6
solid	-3.68747180543265	finite	finite	-1.82	6
22	-3.65504356763289	infinite	infinite	-2.02	6
solid	-3.64747180543265	finite	finite	-1.78	6
22	-3.61504356763289	infinite	infinite	-1.98	6
solid	-3.60747180543265	finite	finite	-1.74	6
22	-3.57504356763289	infinite	infinite	-1.94	6
solid	-3.56747180543265	finite	finite	-1.7	6
22	-3.53504356763289	infinite	infinite	-1.9	6
solid	-3.52747180543265	finite	finite	-1.66	6
22	-3.49504356763289	infinite	infinite	-1.86	6
solid	-3.48747180543265	finite	finite	-1.62	6
22	-3.45504356763289	infinite	infinite	-1.82	6
solid	-3.44747180543265	finite	finite	-1.58	6
22	-3.41504356763289	infinite	infinite	-1.78	6
solid	-3.40747180543265	finite	finite	-1.54	6
22	-3.37504356763289	infinite	infinite	-1.74	6
solid	-3.36747180543265	finite	finite	-1.5	6
22	-3.33504356763289	infinite	infinite	-1.7	6
solid	-3.32747180543265	finite	finite	-1.46	6
22	-3.29504356763289	infinite	infinite	-1.66	6
solid	-3.28747180543265	finite	finite	-1.42	6
22	-3.25504356763289	infinite	infinite	-1.62	6
solid	-3.24747180543265	finite	finite	-1.38	6
22	-3.21504356763289	infinite	infinite	-1.58	6
solid	-3.20747180543265	finite	finite	-1.34	6
22	-3.17504356763289	infinite	infinite	-1.54	6
solid	-3.16747180543265	finite	finite	-1.3	6
22	-3.13504356763289	infinite	infinite	-1.5	6
solid	-3.12747180543265	finite	finite	-1.26	6
22	-3.09504356763289	infinite	infinite	-1.46	6
solid	-3.08747180543265	finite	finite	-1.22	6
22	-3.05504356763289	infinite	infinite	-1.42	6
solid	-3.04747180543265	finite	finite	-1.18	6
22	-3.01504356763289	infinite	infinite	-1.38	6
solid	-3.00747180543265	finite	finite	-1.14	6
22	-2.97504356763289	infinite	infinite	-1.34	6
solid	-2.96747180543265	finite	finite	-1.1	6
22	-2.93504356763289	infinite	infinite	-1.3	6
solid	-2.92747180543265	finite	finite	-1.06	6
22	-2.89504356763289	infinite	infinite	-1.26	6
solid	-2.88747180543265	finite	finite	-1.02	6
22	-2.85504356763289	infinite	infinite	-1.22	6
solid	-2.84747180543265	finite	finite	-0.98	6
22	-2.81504356763289	infinite	infinite	-1.18	6
solid	-2.80747180543265	finite	finite	-0.94	6
22	-2.77504356763289	infinite	infinite	-1.14	6
solid	-2.76747180543265	finite	finite	-0.9	6
22	-2.73504356763289	infinite	infinite	-1.1	6
solid	-2.72747180543265	finite	finite	-0.86	6
22	-2.69504356763289	infinite	infinite	-1.06	6
solid	-2.68747180543265	finite	finite	-0.82	6
22	-2.65504356763289	infinite	infinite	-1.02	6
solid	-2.64747180543265	finite	finite	-0.78	6
22	-2.61504356763289	infinite	infinite	-0.98	6
solid	-2.60747180543265	finite	finite	-0.74	6
22	-2.57504356763289	infinite	infinite	-0.94	6
solid	-2.56747180543265	finite	finite	-0.7	6
22	-2.53504356763289	infinite	infinite	-0.9	6
solid	-2.52747180543265	finite	finite	-0.66	6
22	-2.49504356763289	infinite	infinite	-0.86	6
solid	-2.48747180543265	finite	finite	-0.62	6
22	-2.45504356763289	infinite	infinite	-0.82	6
solid	-2.44747180543265	finite	finite	-0.58	6
22	-2.41504356763289	infinite	infinite	-0.78	6
solid	-2.40747180543265	finite	finite	-0.54	6
22	-2.37504356763289	infinite	infinite	-0.74	6
solid	-2.36747180543265	finite	finite	-0.5	6
