xmin	xmax	key	showSelected1	showSelected2	PANEL	group
-5.96730962060694	-5.46730962060694	finite	finite	-2.02	3	1
-5.92730962060694	-5.42730962060694	finite	finite	-1.98	3	1
-5.88730962060694	-5.38730962060694	finite	finite	-1.94	3	1
-5.84730962060694	-5.34730962060694	finite	finite	-1.9	3	1
-5.80730962060694	-5.30730962060694	finite	finite	-1.86	3	1
-5.76730962060694	-5.26730962060694	finite	finite	-1.82	3	1
-5.72730962060694	-5.22730962060694	finite	finite	-1.78	3	1
-5.68730962060694	-5.18730962060694	finite	finite	-1.74	3	1
-5.64730962060694	-5.14730962060694	finite	finite	-1.7	3	1
-5.60730962060694	-5.10730962060694	finite	finite	-1.66	3	1
-5.56730962060694	-5.06730962060694	finite	finite	-1.62	3	1
-5.52730962060694	-5.02730962060694	finite	finite	-1.58	3	1
-5.48730962060694	-4.98730962060694	finite	finite	-1.54	3	1
-5.44730962060694	-4.94730962060694	finite	finite	-1.5	3	1
-5.40730962060694	-4.90730962060694	finite	finite	-1.46	3	1
-5.36730962060694	-4.86730962060694	finite	finite	-1.42	3	1
-5.32730962060694	-4.82730962060694	finite	finite	-1.38	3	1
-5.28730962060694	-4.78730962060694	finite	finite	-1.34	3	1
-5.24730962060694	-4.74730962060694	finite	finite	-1.3	3	1
-5.20730962060694	-4.70730962060694	finite	finite	-1.26	3	1
-5.16730962060694	-4.66730962060694	finite	finite	-1.22	3	1
-5.12730962060694	-4.62730962060694	finite	finite	-1.18	3	1
-5.08730962060694	-4.58730962060694	finite	finite	-1.14	3	1
-5.04730962060694	-4.54730962060694	finite	finite	-1.1	3	1
-5.00730962060694	-4.50730962060694	finite	finite	-1.06	3	1
-4.96730962060694	-4.46730962060694	finite	finite	-1.02	3	1
-4.92730962060694	-4.42730962060694	finite	finite	-0.98	3	1
-4.88730962060694	-4.38730962060694	finite	finite	-0.94	3	1
-4.84730962060694	-4.34730962060694	finite	finite	-0.9	3	1
-4.80730962060694	-4.30730962060694	finite	finite	-0.86	3	1
-4.76730962060694	-4.26730962060694	finite	finite	-0.82	3	1
-4.72730962060694	-4.22730962060694	finite	finite	-0.78	3	1
-4.68730962060694	-4.18730962060694	finite	finite	-0.74	3	1
-4.64730962060694	-4.14730962060694	finite	finite	-0.7	3	1
-4.60730962060694	-4.10730962060694	finite	finite	-0.66	3	1
-4.56730962060694	-4.06730962060694	finite	finite	-0.62	3	1
-4.52730962060694	-4.02730962060694	finite	finite	-0.58	3	1
-4.48730962060694	-3.98730962060694	finite	finite	-0.54	3	1
-4.44730962060694	-3.94730962060694	finite	finite	-0.5	3	1
-4.40730962060694	-3.90730962060694	finite	finite	-0.46	3	1
-4.36730962060694	-3.86730962060694	finite	finite	-0.42	3	1
-4.32730962060694	-3.82730962060694	finite	finite	-0.38	3	1
-4.28730962060694	-3.78730962060694	finite	finite	-0.34	3	1
-4.24730962060694	-3.74730962060694	finite	finite	-0.3	3	1
-4.20730962060694	-3.70730962060694	finite	finite	-0.26	3	1
-4.16730962060694	-3.66730962060694	finite	finite	-0.22	3	1
-4.12730962060694	-3.62730962060694	finite	finite	-0.18	3	1
-4.10466149250489	-3.60466149250489	infinite	infinite	-2.1	3	2
-4.08730962060694	-3.58730962060694	finite	finite	-0.14	3	1
-4.06466149250489	-3.56466149250489	infinite	infinite	-2.06	3	2
-4.04730962060694	-3.54730962060694	finite	finite	-0.1	3	1
-4.02466149250489	-3.52466149250489	infinite	infinite	-2.02	3	2
-4.00730962060694	-3.50730962060694	finite	finite	-0.0600000000000001	3	1
-3.98466149250489	-3.48466149250489	infinite	infinite	-1.98	3	2
-3.96730962060694	-3.46730962060694	finite	finite	-0.02	3	1
-3.94466149250489	-3.44466149250489	infinite	infinite	-1.94	3	2
-3.92730962060694	-3.42730962060694	finite	finite	0.02	3	1
-3.90466149250489	-3.40466149250489	infinite	infinite	-1.9	3	2
-3.88730962060694	-3.38730962060694	finite	finite	0.0600000000000001	3	1
-3.86466149250489	-3.36466149250489	infinite	infinite	-1.86	3	2
-3.84730962060694	-3.34730962060694	finite	finite	0.1	3	1
-3.82466149250489	-3.32466149250489	infinite	infinite	-1.82	3	2
-3.80730962060694	-3.30730962060694	finite	finite	0.14	3	1
-3.78466149250489	-3.28466149250489	infinite	infinite	-1.78	3	2
-3.76730962060694	-3.26730962060694	finite	finite	0.18	3	1
-3.74466149250489	-3.24466149250489	infinite	infinite	-1.74	3	2
-3.72730962060694	-3.22730962060694	finite	finite	0.22	3	1
-3.70466149250489	-3.20466149250489	infinite	infinite	-1.7	3	2
-3.68730962060694	-3.18730962060694	finite	finite	0.26	3	1
-3.66466149250489	-3.16466149250489	infinite	infinite	-1.66	3	2
-3.64730962060694	-3.14730962060694	finite	finite	0.3	3	1
-3.62466149250489	-3.12466149250489	infinite	infinite	-1.62	3	2
-3.60730962060694	-3.10730962060694	finite	finite	0.34	3	1
-3.58466149250489	-3.08466149250489	infinite	infinite	-1.58	3	2
-3.56730962060694	-3.06730962060694	finite	finite	0.38	3	1
-3.54466149250489	-3.04466149250489	infinite	infinite	-1.54	3	2
-3.52730962060694	-3.02730962060694	finite	finite	0.42	3	1
-3.50466149250489	-3.00466149250489	infinite	infinite	-1.5	3	2
-3.48730962060694	-2.98730962060694	finite	finite	0.46	3	1
-3.46466149250489	-2.96466149250489	infinite	infinite	-1.46	3	2
-3.44730962060694	-2.94730962060694	finite	finite	0.5	3	1
-3.42466149250489	-2.92466149250489	infinite	infinite	-1.42	3	2
-3.40730962060694	-2.90730962060694	finite	finite	0.54	3	1
-3.38466149250489	-2.88466149250489	infinite	infinite	-1.38	3	2
-3.36730962060694	-2.86730962060694	finite	finite	0.58	3	1
-3.34466149250489	-2.84466149250489	infinite	infinite	-1.34	3	2
-3.32730962060694	-2.82730962060694	finite	finite	0.62	3	1
-3.30466149250489	-2.80466149250489	infinite	infinite	-1.3	3	2
-3.28730962060694	-2.78730962060694	finite	finite	0.66	3	1
-3.26466149250489	-2.76466149250489	infinite	infinite	-1.26	3	2
-3.24730962060694	-2.74730962060694	finite	finite	0.7	3	1
-3.22466149250489	-2.72466149250489	infinite	infinite	-1.22	3	2
-3.20730962060694	-2.70730962060694	finite	finite	0.74	3	1
-3.18466149250489	-2.68466149250489	infinite	infinite	-1.18	3	2
-3.16730962060694	-2.66730962060694	finite	finite	0.78	3	1
-3.14466149250489	-2.64466149250489	infinite	infinite	-1.14	3	2
-3.12730962060694	-2.62730962060694	finite	finite	0.82	3	1
-3.10466149250489	-2.60466149250489	infinite	infinite	-1.1	3	2
-3.08730962060694	-2.58730962060694	finite	finite	0.86	3	1
-3.06466149250489	-2.56466149250489	infinite	infinite	-1.06	3	2
-3.04730962060694	-2.54730962060694	finite	finite	0.9	3	1
-3.02466149250489	-2.52466149250489	infinite	infinite	-1.02	3	2
-3.00730962060694	-2.50730962060694	finite	finite	0.94	3	1
-2.98466149250489	-2.48466149250489	infinite	infinite	-0.98	3	2
-2.96730962060694	-2.46730962060694	finite	finite	0.98	3	1
-2.94466149250489	-2.44466149250489	infinite	infinite	-0.94	3	2
-2.92730962060694	-2.42730962060694	finite	finite	1.02	3	1
-2.90466149250489	-2.40466149250489	infinite	infinite	-0.9	3	2
-2.88730962060694	-2.38730962060694	finite	finite	1.06	3	1
-2.86466149250489	-2.36466149250489	infinite	infinite	-0.86	3	2
-2.84730962060694	-2.34730962060694	finite	finite	1.1	3	1
-2.82466149250489	-2.32466149250489	infinite	infinite	-0.82	3	2
-2.80730962060694	-2.30730962060694	finite	finite	1.14	3	1
-2.78466149250489	-2.28466149250489	infinite	infinite	-0.78	3	2
-2.76730962060694	-2.26730962060694	finite	finite	1.18	3	1
-2.74466149250489	-2.24466149250489	infinite	infinite	-0.74	3	2
-2.72730962060694	-2.22730962060694	finite	finite	1.22	3	1
-2.70466149250489	-2.20466149250489	infinite	infinite	-0.7	3	2
-2.68730962060694	-2.18730962060694	finite	finite	1.26	3	1
-2.66466149250489	-2.16466149250489	infinite	infinite	-0.66	3	2
-2.64730962060694	-2.14730962060694	finite	finite	1.3	3	1
-2.62466149250489	-2.12466149250489	infinite	infinite	-0.62	3	2
-2.60730962060694	-2.10730962060694	finite	finite	1.34	3	1
-2.58466149250489	-2.08466149250489	infinite	infinite	-0.58	3	2
-2.56730962060694	-2.06730962060694	finite	finite	1.38	3	1
-2.54466149250489	-2.04466149250489	infinite	infinite	-0.54	3	2
-2.52730962060694	-2.02730962060694	finite	finite	1.42	3	1
-2.50466149250489	-2.00466149250489	infinite	infinite	-0.5	3	2
-2.48730962060694	-1.98730962060694	finite	finite	1.46	3	1
-2.46466149250489	-1.96466149250489	infinite	infinite	-0.46	3	2
-2.44730962060694	-1.94730962060694	finite	finite	1.5	3	1
-2.42466149250489	-1.92466149250489	infinite	infinite	-0.42	3	2
-2.40730962060694	-1.90730962060694	finite	finite	1.54	3	1
-2.38466149250489	-1.88466149250489	infinite	infinite	-0.38	3	2
-2.36730962060694	-1.86730962060694	finite	finite	1.58	3	1
-2.34466149250489	-1.84466149250489	infinite	infinite	-0.34	3	2
-2.32730962060694	-1.82730962060694	finite	finite	1.62	3	1
-2.30466149250489	-1.80466149250489	infinite	infinite	-0.3	3	2
-2.28730962060694	-1.78730962060694	finite	finite	1.66	3	1
-2.26466149250489	-1.76466149250489	infinite	infinite	-0.26	3	2
-2.24730962060694	-1.74730962060694	finite	finite	1.7	3	1
-2.22466149250489	-1.72466149250489	infinite	infinite	-0.22	3	2
-2.20730962060694	-1.70730962060694	finite	finite	1.74	3	1
-2.18466149250489	-1.68466149250489	infinite	infinite	-0.18	3	2
-2.16730962060694	-1.66730962060694	finite	finite	1.78	3	1
-2.14466149250489	-1.64466149250489	infinite	infinite	-0.14	3	2
-2.12730962060694	-1.62730962060694	finite	finite	1.82	3	1
-2.10466149250489	-1.60466149250489	infinite	infinite	-0.1	3	2
-2.10466149250489	-1.60466149250489	infinite	infinite	-0.1	3	2
-2.08730962060694	-1.58730962060694	finite	finite	1.86	3	1
-2.06466149250489	-1.56466149250489	infinite	infinite	-0.0600000000000001	3	2
-2.04730962060694	-1.54730962060694	finite	finite	1.9	3	1
-2.02466149250489	-1.52466149250489	infinite	infinite	-0.02	3	2
-2.00730962060694	-1.50730962060694	finite	finite	1.94	3	1
-1.98466149250489	-1.48466149250489	infinite	infinite	0.02	3	2
-1.96730962060694	-1.46730962060694	finite	finite	1.98	3	1
-1.94466149250489	-1.44466149250489	infinite	infinite	0.0600000000000001	3	2
-1.90466149250489	-1.40466149250489	infinite	infinite	0.1	3	2
-1.86466149250489	-1.36466149250489	infinite	infinite	0.14	3	2
-1.82466149250489	-1.32466149250489	infinite	infinite	0.18	3	2
-1.78466149250489	-1.28466149250489	infinite	infinite	0.22	3	2
-1.74466149250489	-1.24466149250489	infinite	infinite	0.26	3	2
-1.70466149250489	-1.20466149250489	infinite	infinite	0.3	3	2
-1.66466149250489	-1.16466149250489	infinite	infinite	0.34	3	2
-1.62466149250489	-1.12466149250489	infinite	infinite	0.38	3	2
-1.58466149250489	-1.08466149250489	infinite	infinite	0.42	3	2
-1.54466149250489	-1.04466149250489	infinite	infinite	0.46	3	2
-1.50466149250489	-1.00466149250489	infinite	infinite	0.5	3	2
-1.46466149250489	-0.964661492504887	infinite	infinite	0.54	3	2
-1.42466149250489	-0.924661492504887	infinite	infinite	0.58	3	2
-1.38466149250489	-0.884661492504887	infinite	infinite	0.62	3	2
-1.34466149250489	-0.844661492504887	infinite	infinite	0.66	3	2
-1.30466149250489	-0.804661492504887	infinite	infinite	0.7	3	2
-1.26466149250489	-0.764661492504887	infinite	infinite	0.74	3	2
-1.22466149250489	-0.724661492504887	infinite	infinite	0.78	3	2
-1.18466149250489	-0.684661492504887	infinite	infinite	0.82	3	2
-1.14466149250489	-0.644661492504887	infinite	infinite	0.86	3	2
-1.10466149250489	-0.604661492504887	infinite	infinite	0.9	3	2
-1.06466149250489	-0.564661492504887	infinite	infinite	0.94	3	2
-1.02466149250489	-0.524661492504887	infinite	infinite	0.98	3	2
-0.984661492504887	-0.484661492504887	infinite	infinite	1.02	3	2
-0.944661492504887	-0.444661492504887	infinite	infinite	1.06	3	2
-0.904661492504887	-0.404661492504887	infinite	infinite	1.1	3	2
-0.864661492504887	-0.364661492504887	infinite	infinite	1.14	3	2
-0.824661492504887	-0.324661492504887	infinite	infinite	1.18	3	2
-0.784661492504887	-0.284661492504887	infinite	infinite	1.22	3	2
-0.744661492504887	-0.244661492504887	infinite	infinite	1.26	3	2
-0.704661492504887	-0.204661492504887	infinite	infinite	1.3	3	2
-0.664661492504887	-0.164661492504887	infinite	infinite	1.34	3	2
-0.624661492504887	-0.124661492504887	infinite	infinite	1.38	3	2
-0.584661492504887	-0.0846614925048872	infinite	infinite	1.42	3	2
-0.544661492504887	-0.0446614925048872	infinite	infinite	1.46	3	2
-0.504661492504887	-0.00466149250488712	infinite	infinite	1.5	3	2
-0.464661492504887	0.0353385074951129	infinite	infinite	1.54	3	2
-0.424661492504887	0.075338507495113	infinite	infinite	1.58	3	2
-0.384661492504887	0.115338507495113	infinite	infinite	1.62	3	2
-0.344661492504887	0.155338507495113	infinite	infinite	1.66	3	2
-0.304661492504887	0.195338507495113	infinite	infinite	1.7	3	2
-0.264661492504887	0.235338507495113	infinite	infinite	1.74	3	2
-0.224661492504887	0.275338507495113	infinite	infinite	1.78	3	2
-0.184661492504887	0.315338507495113	infinite	infinite	1.82	3	2
-0.144661492504887	0.355338507495113	infinite	infinite	1.86	3	2
-0.104661492504887	0.395338507495113	infinite	infinite	1.9	3	2
-0.0646614925048872	0.435338507495113	infinite	infinite	1.94	3	2
-0.0246614925048871	0.475338507495113	infinite	infinite	1.98	3	2
-6.46804172887952	-5.96804172887952	finite	finite	-2.1	4	1
-6.42804172887952	-5.92804172887952	finite	finite	-2.06	4	1
-6.38804172887952	-5.88804172887952	finite	finite	-2.02	4	1
-6.34804172887952	-5.84804172887952	finite	finite	-1.98	4	1
-6.30804172887952	-5.80804172887952	finite	finite	-1.94	4	1
-6.26804172887952	-5.76804172887952	finite	finite	-1.9	4	1
-6.22804172887952	-5.72804172887952	finite	finite	-1.86	4	1
-6.18804172887952	-5.68804172887952	finite	finite	-1.82	4	1
-6.14804172887952	-5.64804172887952	finite	finite	-1.78	4	1
-6.10804172887952	-5.60804172887952	finite	finite	-1.74	4	1
-6.06804172887952	-5.56804172887952	finite	finite	-1.7	4	1
-6.03173472707878	-5.53173472707878	infinite	infinite	-2.1	4	2
-6.02804172887952	-5.52804172887952	finite	finite	-1.66	4	1
-5.99173472707878	-5.49173472707878	infinite	infinite	-2.06	4	2
-5.98804172887952	-5.48804172887952	finite	finite	-1.62	4	1
-5.95173472707878	-5.45173472707878	infinite	infinite	-2.02	4	2
-5.94804172887952	-5.44804172887952	finite	finite	-1.58	4	1
-5.91173472707878	-5.41173472707878	infinite	infinite	-1.98	4	2
-5.90804172887952	-5.40804172887952	finite	finite	-1.54	4	1
-5.87173472707878	-5.37173472707878	infinite	infinite	-1.94	4	2
-5.86804172887952	-5.36804172887952	finite	finite	-1.5	4	1
-5.83173472707878	-5.33173472707878	infinite	infinite	-1.9	4	2
-5.82804172887952	-5.32804172887952	finite	finite	-1.46	4	1
-5.79173472707878	-5.29173472707878	infinite	infinite	-1.86	4	2
-5.78804172887952	-5.28804172887952	finite	finite	-1.42	4	1
-5.75173472707878	-5.25173472707878	infinite	infinite	-1.82	4	2
-5.74804172887952	-5.24804172887952	finite	finite	-1.38	4	1
-5.71173472707878	-5.21173472707878	infinite	infinite	-1.78	4	2
-5.70804172887952	-5.20804172887952	finite	finite	-1.34	4	1
-5.67173472707878	-5.17173472707878	infinite	infinite	-1.74	4	2
-5.66804172887952	-5.16804172887952	finite	finite	-1.3	4	1
-5.63173472707878	-5.13173472707878	infinite	infinite	-1.7	4	2
-5.62804172887952	-5.12804172887952	finite	finite	-1.26	4	1
-5.59173472707878	-5.09173472707878	infinite	infinite	-1.66	4	2
-5.58804172887952	-5.08804172887952	finite	finite	-1.22	4	1
-5.55173472707878	-5.05173472707878	infinite	infinite	-1.62	4	2
-5.54804172887952	-5.04804172887952	finite	finite	-1.18	4	1
-5.51173472707878	-5.01173472707878	infinite	infinite	-1.58	4	2
-5.50804172887952	-5.00804172887952	finite	finite	-1.14	4	1
-5.47173472707878	-4.97173472707878	infinite	infinite	-1.54	4	2
-5.46804172887952	-4.96804172887952	finite	finite	-1.1	4	1
-5.43173472707878	-4.93173472707878	infinite	infinite	-1.5	4	2
-5.42804172887952	-4.92804172887952	finite	finite	-1.06	4	1
-5.39173472707878	-4.89173472707878	infinite	infinite	-1.46	4	2
-5.38804172887952	-4.88804172887952	finite	finite	-1.02	4	1
-5.35173472707878	-4.85173472707878	infinite	infinite	-1.42	4	2
-5.34804172887952	-4.84804172887952	finite	finite	-0.98	4	1
-5.31173472707878	-4.81173472707878	infinite	infinite	-1.38	4	2
-5.30804172887952	-4.80804172887952	finite	finite	-0.94	4	1
-5.27173472707878	-4.77173472707878	infinite	infinite	-1.34	4	2
-5.26804172887952	-4.76804172887952	finite	finite	-0.9	4	1
-5.23173472707878	-4.73173472707878	infinite	infinite	-1.3	4	2
-5.22804172887952	-4.72804172887952	finite	finite	-0.86	4	1
-5.19173472707878	-4.69173472707878	infinite	infinite	-1.26	4	2
-5.18804172887952	-4.68804172887952	finite	finite	-0.82	4	1
-5.15173472707878	-4.65173472707878	infinite	infinite	-1.22	4	2
-5.14804172887952	-4.64804172887952	finite	finite	-0.78	4	1
-5.11173472707878	-4.61173472707878	infinite	infinite	-1.18	4	2
-5.10804172887952	-4.60804172887952	finite	finite	-0.74	4	1
-5.07173472707878	-4.57173472707878	infinite	infinite	-1.14	4	2
-5.06804172887952	-4.56804172887952	finite	finite	-0.7	4	1
-5.03173472707878	-4.53173472707878	infinite	infinite	-1.1	4	2
-5.02804172887952	-4.52804172887952	finite	finite	-0.66	4	1
-4.99173472707878	-4.49173472707878	infinite	infinite	-1.06	4	2
-4.98804172887952	-4.48804172887952	finite	finite	-0.62	4	1
-4.95173472707878	-4.45173472707878	infinite	infinite	-1.02	4	2
-4.94804172887952	-4.44804172887952	finite	finite	-0.58	4	1
-4.91173472707878	-4.41173472707878	infinite	infinite	-0.98	4	2
-4.90804172887952	-4.40804172887952	finite	finite	-0.54	4	1
-4.87173472707878	-4.37173472707878	infinite	infinite	-0.94	4	2
-4.86804172887952	-4.36804172887952	finite	finite	-0.5	4	1
-4.83173472707878	-4.33173472707878	infinite	infinite	-0.9	4	2
-4.82804172887952	-4.32804172887952	finite	finite	-0.46	4	1
-4.79173472707878	-4.29173472707878	infinite	infinite	-0.86	4	2
-4.78804172887952	-4.28804172887952	finite	finite	-0.42	4	1
-4.75173472707878	-4.25173472707878	infinite	infinite	-0.82	4	2
-4.74804172887952	-4.24804172887952	finite	finite	-0.38	4	1
-4.71173472707878	-4.21173472707878	infinite	infinite	-0.78	4	2
-4.70804172887952	-4.20804172887952	finite	finite	-0.34	4	1
-4.67173472707878	-4.17173472707878	infinite	infinite	-0.74	4	2
-4.66804172887952	-4.16804172887952	finite	finite	-0.3	4	1
-4.63173472707878	-4.13173472707878	infinite	infinite	-0.7	4	2
-4.62804172887952	-4.12804172887952	finite	finite	-0.26	4	1
-4.59173472707878	-4.09173472707878	infinite	infinite	-0.66	4	2
-4.58804172887952	-4.08804172887952	finite	finite	-0.22	4	1
-4.55173472707878	-4.05173472707878	infinite	infinite	-0.62	4	2
-4.54804172887952	-4.04804172887952	finite	finite	-0.18	4	1
-4.51173472707878	-4.01173472707878	infinite	infinite	-0.58	4	2
-4.50804172887952	-4.00804172887952	finite	finite	-0.14	4	1
-4.47173472707878	-3.97173472707878	infinite	infinite	-0.54	4	2
-4.46804172887952	-3.96804172887952	finite	finite	-0.1	4	1
-4.43173472707878	-3.93173472707878	infinite	infinite	-0.5	4	2
-4.42804172887952	-3.92804172887952	finite	finite	-0.0600000000000001	4	1
-4.39173472707878	-3.89173472707878	infinite	infinite	-0.46	4	2
-4.38804172887952	-3.88804172887952	finite	finite	-0.02	4	1
-4.35173472707878	-3.85173472707878	infinite	infinite	-0.42	4	2
-4.34804172887952	-3.84804172887952	finite	finite	0.02	4	1
-4.31173472707878	-3.81173472707878	infinite	infinite	-0.38	4	2
-4.30804172887952	-3.80804172887952	finite	finite	0.0600000000000001	4	1
-4.27173472707878	-3.77173472707878	infinite	infinite	-0.34	4	2
-4.26804172887952	-3.76804172887952	finite	finite	0.1	4	1
-4.23173472707878	-3.73173472707878	infinite	infinite	-0.3	4	2
-4.22804172887952	-3.72804172887952	finite	finite	0.14	4	1
-4.19173472707878	-3.69173472707878	infinite	infinite	-0.26	4	2
-4.18804172887952	-3.68804172887952	finite	finite	0.18	4	1
-4.15173472707878	-3.65173472707878	infinite	infinite	-0.22	4	2
-4.14804172887952	-3.64804172887952	finite	finite	0.22	4	1
-4.11173472707878	-3.61173472707878	infinite	infinite	-0.18	4	2
-4.10804172887952	-3.60804172887952	finite	finite	0.26	4	1
-4.07173472707878	-3.57173472707878	infinite	infinite	-0.14	4	2
-4.06804172887952	-3.56804172887952	finite	finite	0.3	4	1
-4.03173472707878	-3.53173472707878	infinite	infinite	-0.1	4	2
-4.03173472707878	-3.53173472707878	infinite	infinite	-0.1	4	2
-4.02804172887952	-3.52804172887952	finite	finite	0.34	4	1
-3.99173472707878	-3.49173472707878	infinite	infinite	-0.0600000000000001	4	2
-3.98804172887952	-3.48804172887952	finite	finite	0.38	4	1
-3.95173472707878	-3.45173472707878	infinite	infinite	-0.02	4	2
-3.94804172887952	-3.44804172887952	finite	finite	0.42	4	1
-3.91173472707878	-3.41173472707878	infinite	infinite	0.02	4	2
-3.90804172887952	-3.40804172887952	finite	finite	0.46	4	1
-3.87173472707878	-3.37173472707878	infinite	infinite	0.0600000000000001	4	2
-3.86804172887952	-3.36804172887952	finite	finite	0.5	4	1
-3.83173472707878	-3.33173472707878	infinite	infinite	0.1	4	2
-3.82804172887952	-3.32804172887952	finite	finite	0.54	4	1
-3.79173472707878	-3.29173472707878	infinite	infinite	0.14	4	2
-3.78804172887952	-3.28804172887952	finite	finite	0.58	4	1
-3.75173472707878	-3.25173472707878	infinite	infinite	0.18	4	2
-3.74804172887952	-3.24804172887952	finite	finite	0.62	4	1
-3.71173472707878	-3.21173472707878	infinite	infinite	0.22	4	2
-3.70804172887952	-3.20804172887952	finite	finite	0.66	4	1
-3.67173472707878	-3.17173472707878	infinite	infinite	0.26	4	2
-3.66804172887952	-3.16804172887952	finite	finite	0.7	4	1
-3.63173472707878	-3.13173472707878	infinite	infinite	0.3	4	2
-3.62804172887952	-3.12804172887952	finite	finite	0.74	4	1
-3.59173472707878	-3.09173472707878	infinite	infinite	0.34	4	2
-3.58804172887952	-3.08804172887952	finite	finite	0.78	4	1
-3.55173472707878	-3.05173472707878	infinite	infinite	0.38	4	2
-3.54804172887952	-3.04804172887952	finite	finite	0.82	4	1
-3.51173472707878	-3.01173472707878	infinite	infinite	0.42	4	2
-3.50804172887952	-3.00804172887952	finite	finite	0.86	4	1
-3.47173472707878	-2.97173472707878	infinite	infinite	0.46	4	2
-3.46804172887952	-2.96804172887952	finite	finite	0.9	4	1
-3.43173472707878	-2.93173472707878	infinite	infinite	0.5	4	2
-3.42804172887952	-2.92804172887952	finite	finite	0.94	4	1
-3.39173472707878	-2.89173472707878	infinite	infinite	0.54	4	2
-3.38804172887952	-2.88804172887952	finite	finite	0.98	4	1
-3.35173472707878	-2.85173472707878	infinite	infinite	0.58	4	2
-3.34804172887952	-2.84804172887952	finite	finite	1.02	4	1
-3.31173472707878	-2.81173472707878	infinite	infinite	0.62	4	2
-3.30804172887952	-2.80804172887952	finite	finite	1.06	4	1
-3.27173472707878	-2.77173472707878	infinite	infinite	0.66	4	2
-3.26804172887952	-2.76804172887952	finite	finite	1.1	4	1
-3.23173472707878	-2.73173472707878	infinite	infinite	0.7	4	2
-3.22804172887952	-2.72804172887952	finite	finite	1.14	4	1
-3.19173472707878	-2.69173472707878	infinite	infinite	0.74	4	2
-3.18804172887952	-2.68804172887952	finite	finite	1.18	4	1
-3.15173472707878	-2.65173472707878	infinite	infinite	0.78	4	2
-3.14804172887952	-2.64804172887952	finite	finite	1.22	4	1
-3.11173472707878	-2.61173472707878	infinite	infinite	0.82	4	2
-3.10804172887952	-2.60804172887952	finite	finite	1.26	4	1
-3.07173472707878	-2.57173472707878	infinite	infinite	0.86	4	2
-3.06804172887952	-2.56804172887952	finite	finite	1.3	4	1
-3.03173472707878	-2.53173472707878	infinite	infinite	0.9	4	2
-3.02804172887952	-2.52804172887952	finite	finite	1.34	4	1
-2.99173472707878	-2.49173472707878	infinite	infinite	0.94	4	2
-2.98804172887952	-2.48804172887952	finite	finite	1.38	4	1
-2.95173472707878	-2.45173472707878	infinite	infinite	0.98	4	2
-2.94804172887952	-2.44804172887952	finite	finite	1.42	4	1
-2.91173472707878	-2.41173472707878	infinite	infinite	1.02	4	2
-2.90804172887952	-2.40804172887952	finite	finite	1.46	4	1
-2.87173472707878	-2.37173472707878	infinite	infinite	1.06	4	2
-2.86804172887952	-2.36804172887952	finite	finite	1.5	4	1
-2.83173472707878	-2.33173472707878	infinite	infinite	1.1	4	2
-2.82804172887952	-2.32804172887952	finite	finite	1.54	4	1
-2.79173472707878	-2.29173472707878	infinite	infinite	1.14	4	2
-2.78804172887952	-2.28804172887952	finite	finite	1.58	4	1
-2.75173472707878	-2.25173472707878	infinite	infinite	1.18	4	2
-2.74804172887952	-2.24804172887952	finite	finite	1.62	4	1
-2.71173472707878	-2.21173472707878	infinite	infinite	1.22	4	2
-2.70804172887952	-2.20804172887952	finite	finite	1.66	4	1
-2.67173472707878	-2.17173472707878	infinite	infinite	1.26	4	2
-2.66804172887952	-2.16804172887952	finite	finite	1.7	4	1
-2.63173472707878	-2.13173472707878	infinite	infinite	1.3	4	2
-2.62804172887952	-2.12804172887952	finite	finite	1.74	4	1
-2.59173472707878	-2.09173472707878	infinite	infinite	1.34	4	2
-2.58804172887952	-2.08804172887952	finite	finite	1.78	4	1
-2.55173472707878	-2.05173472707878	infinite	infinite	1.38	4	2
-2.54804172887952	-2.04804172887952	finite	finite	1.82	4	1
-2.51173472707878	-2.01173472707878	infinite	infinite	1.42	4	2
-2.50804172887952	-2.00804172887952	finite	finite	1.86	4	1
-2.47173472707878	-1.97173472707878	infinite	infinite	1.46	4	2
-2.46804172887952	-1.96804172887952	finite	finite	1.9	4	1
-2.43173472707878	-1.93173472707878	infinite	infinite	1.5	4	2
-2.42804172887952	-1.92804172887952	finite	finite	1.94	4	1
-2.39173472707878	-1.89173472707878	infinite	infinite	1.54	4	2
-2.38804172887952	-1.88804172887952	finite	finite	1.98	4	1
-2.35173472707878	-1.85173472707878	infinite	infinite	1.58	4	2
-2.31173472707878	-1.81173472707878	infinite	infinite	1.62	4	2
-2.27173472707878	-1.77173472707878	infinite	infinite	1.66	4	2
-2.23173472707878	-1.73173472707878	infinite	infinite	1.7	4	2
-2.19173472707878	-1.69173472707878	infinite	infinite	1.74	4	2
-2.15173472707878	-1.65173472707878	infinite	infinite	1.78	4	2
-2.11173472707878	-1.61173472707878	infinite	infinite	1.82	4	2
-2.07173472707878	-1.57173472707878	infinite	infinite	1.86	4	2
-2.03173472707878	-1.53173472707878	infinite	infinite	1.9	4	2
-1.99173472707878	-1.49173472707878	infinite	infinite	1.94	4	2
-1.95173472707878	-1.45173472707878	infinite	infinite	1.98	4	2
-5.27301863440163	-4.77301863440163	finite	finite	-2.1	5	1
-5.23301863440163	-4.73301863440163	finite	finite	-2.06	5	1
-5.19301863440163	-4.69301863440163	finite	finite	-2.02	5	1
